Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Instructor_raw_from_website,Instructor_pronouns
BIS498,UNDERGRAD RESEARCH,BIS,2023,WIN,-,add_code_required,11842,B,-,-,-,3-5,W,-,-,-,-,-,-,-,"1100-100 Note: couldn't interpret 'UW2', in original. Note: couldn't interpret '228', in original. Note: couldn't interpret 'DeSmet,Raissa', in original. Note: couldn't interpret '11', in original. Note: couldn't interpret '20', in original. Note: couldn't interpret 'RB', in original.",-,not listed
BIS498,UNDERGRAD RESEARCH,BIS,2023,WIN,-,add_code_required,11843,C,-,-,-,2-5,-,-,-,-,-,-,-,-,"to_be_arranged Note: couldn't interpret 'Tang,Min', in original. Note: couldn't interpret '4', in original. Note: couldn't interpret '12', in original. Note: couldn't interpret 'S', in original.",-,not listed
BIS499,PORTFOLIO CAPSTONE,BIS,2023,WIN,Restr,no_add_code,-,A,5,-,M,115-315,UW1,221,"Desmet, Raissa",Closed,25,24,-,-,WB,"Desmet, Raissa",not listed
BIS499,PORTFOLIO CAPSTONE,BIS,2023,WIN,Restr,no_add_code,-,B,5,-,T,330-530,UW1,121,"Atkinson, Jennifer W",Closed,24,24,-,-,WB,"Atkinson, Jennifer W",not listed
BIS499,PORTFOLIO CAPSTONE,BIS,2023,WIN,Restr,no_add_code,-,C,5,-,W,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '205', in original. Note: couldn't interpret 'Gregory,Wanda', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '25', in original. Note: couldn't interpret '24', in original. Note: couldn't interpret 'WB', in original.",-,not listed
BIS499,PORTFOLIO CAPSTONE,BIS,2023,WIN,Restr,no_add_code,-,D,5,-,-,"to_be_arranged_Yum,Samuel",M.,-,-,Open,23,24,-,-,WA,-,not listed
BST498,IND STUDY SCI TECH,,2017,SUM,IS,-,10614,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2017,SUM,IS,-,10615,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2017,SUM,IS,-,10616,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2021,AUT,no_restriction,no_add_code,12095,A,3,-,TTh,930-1045,UW2,031,"Key, Joey Shapiro",Closed,30,30,-,-,%,"Key, Joey Shapiro",not listed
BST301,SCIENTIFIC WRITING,BST,2021,AUT,no_restriction,no_add_code,12096,A,5,-,MW,330-530,UW2,031,"Galindo, Heather M",Open,23,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2021,AUT,IS,-,12097,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2021,AUT,IS,-,12098,B,1-5,-,-,to_be_arranged,-,-,-,Open,1,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2021,AUT,IS,add_code_required,12099,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2021,AUT,IS,-,12100,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2021,AUT,IS,-,12101,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,,2021,SPR,no_restriction,no_add_code,11764,A,3,-,TTh,115-315,*,*,"Lovitt, Charity E",Open,33,36,-,-,%,"Lovitt, Charity E",not listed
BST498,IND STUDY SCI TECH,,2021,SPR,IS,-,11765,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,,2021,SPR,IS,-,11766,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,,2021,SPR,IS,-,11767,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,,2021,SPR,IS,-,11768,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST154,INTRO OCEANOGRAPHY,BST,2018,WIN,-,-,11835,A,5,-,TTh,115-315,DISC,369,"Galindo, Heather Michelle",Open,1,12,-,-,J,"Galindo, Heather Michelle",not listed
BST200,INTRO TO CLIMATE SCI,BST,2018,WIN,-,-,11836,A,5,-,Th,115-315,DISC,162,"White, Rachel H",Closed,32,30,-,-,-,"White, Rachel H",not listed
BST301,SCIENTIFIC WRITING,BST,2018,WIN,no_restriction,no_add_code,11837,A,5,-,TTh,845-1045,UW2,131,"Galindo, Heather Michelle",Closed,30,30,-,-,W,"Galindo, Heather Michelle",not listed
BST498,IND STUDY SCI TECH,BST,2018,WIN,IS,-,11839,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2018,WIN,IS,-,11840,B,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2018,WIN,IS,-,11841,C,1-5,-,-,to_be_arranged,-,-,-,Open,1,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,WIN,IS,-,11842,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,WIN,IS,-,22249,B,1-5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
BST499,UG RESEARCH SCI TECH,BST,2018,WIN,IS,-,22250,C,1-5,-,-,to_be_arranged,*,*,-,-,-,-,-,-," Note: couldn't interpret '*', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '10', in original.",-,not listed
BST205,WOMEN IN STEM,BST,2024,SPR,no_restriction,no_add_code,11757,A,3,-,TTh,1100-100,UW1,020,"Mlodnosky, Karyn",Open,28,30,-,-,-,"Mlodnosky, Karyn",not listed
BST498,IND STUDY SCI TECH,BST,2024,SPR,IS,-,11758,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,BST,2024,SPR,IS,-,11759,B,1-5,-,-,to_be_arranged,-,-,-,Open,2,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,BST,2024,SPR,-,add_code_required,21791,C,3,-,-,to_be_arranged,*,*,"Jones, Sharon A",-,0,-,-,-,"5E Note: couldn't interpret 'CR_NC', in original. Note: couldn't interpret 'J', in original.","Jones, Sharon A",not listed
BST499,UG RESEARCH SCI TECH,BST,2024,SPR,IS,-,11760,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2024,SPR,IS,-,11761,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST200,INTRO TO CLIMATE SCI,BST,2016,SPR,no_restriction,no_add_code,11774,A,5,-,TTh,845-1045,LBA,003,"White, Rachel H",Open,11,15,-,-,J,"White, Rachel H",not listed
BST293,SPECIAL TOPICS,BST,2016,SPR,no_restriction,no_add_code,11776,B,5,-,MW,330-530,UW1,110,"Buck, Warren W",Open,7,30,-,-,-,"Buck, Warren W",not listed
BST381,POWER GENERATION,BST,2016,SPR,no_restriction,no_add_code,11777,A,5,-,MW,330-530,UW2,131,"Collins, Steven W.",Open,0,20,-,-,J,"Collins, Steven W.",not listed
BST498,IND STUDY SCI TECH,BST,2016,SPR,IS,-,11778,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,BST,2016,SPR,IS,-,11779,B,1-5,-,-,to_be_arranged,-,-,-,Open,1,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2016,SPR,IS,-,11780,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2016,SPR,IS,-,11781,B,1-5,-,-,to_be_arranged,-,-,-,Open,2,-,-,-,10E,-,not listed
BST200,INTRO TO CLIMATE SCI,BST,2016,AUT,no_restriction,no_add_code,11885,A,5,-,TTh,845-1045,LBA,003,"Galindo, Heather Michelle",Open,29,30,-,-,-,"Galindo, Heather Michelle",not listed
BST498,IND STUDY SCI TECH,BST,2016,AUT,IS,-,11886,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2016,AUT,IS,-,11887,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2016,AUT,IS,add_code_required,11888,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2016,AUT,IS,-,11889,A,1-5,-,-,to_be_arranged,-,-,-,Open,1,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2016,AUT,IS,-,11890,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2020,SUM,IS,-,10609,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2020,SUM,IS,-,10610,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2020,SUM,IS,-,10611,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2024,AUT,no_restriction,no_add_code,12095,A,3,-,MW,1100-100,UW2,221,"Lovitt, Charity E",Open,19,30,-,-,-,"Lovitt, Charity E",not listed
BST301,SCIENTIFIC WRITING,BST,2024,AUT,no_restriction,no_add_code,12096,A,5,-,TTh,1100-100,UWBB,270,"Galindo, Heather M",Closed,24,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2024,AUT,IS,-,12097,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2024,AUT,IS,-,12098,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2024,AUT,IS,add_code_required,12099,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2024,AUT,IS,-,12100,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2024,AUT,IS,-,12101,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2023,WIN,no_restriction,no_add_code,11902,A,3,-,TTh,115-315,UW2,141,"Hillesland, Kristina Linnea",Open,28,30,-,-,-,"Hillesland, Kristina Linnea",not listed
BST301,SCIENTIFIC WRITING,BST,2023,WIN,no_restriction,no_add_code,11903,A,5,-,TTh,115-315,UW1,102,"Galindo, Heather M",Open,21,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2023,WIN,IS,-,11905,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2023,WIN,IS,-,11906,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2023,WIN,IS,-,11907,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2023,WIN,IS,-,11908,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2023,WIN,IS,-,11909,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2023,WIN,IS,-,11910,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2020,WIN,no_restriction,no_add_code,11821,A,3,-,TTh,1100-100,UWBB,240,"Musselman, Alexandria Theak",Open,30,32,-,-,%,"Musselman, Alexandria Theak",not listed
BST301,SCIENTIFIC WRITING,BST,2020,WIN,-,-,11823,A,5,-,TTh,845-1045,DISC,369,"Galindo, Heather M",Open,23,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2020,WIN,IS,-,11825,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2020,WIN,IS,-,11826,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2020,WIN,IS,-,11827,C,1-5,-,-,to_be_arranged,-,-,-,Open,1,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,WIN,IS,-,11828,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,WIN,IS,-,11829,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2020,WIN,IS,-,11830,C,1-5,-,-,to_be_arranged,-,-,-,Open,1,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2023,SUM,IS,-,10550,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2023,SUM,IS,-,10551,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2023,SUM,IS,-,10552,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST154,INTRO OCEANOGRAPHY,,2018,SUM,no_restriction,no_add_code,14347,A,5,-,MW,1145-215,UW1,202,"Galindo, Heather Michelle",Open,9,15,-,-,J,"Galindo, Heather Michelle",not listed
BST200,INTRO TO CLIMATE SCI,,2018,SUM,no_restriction,no_add_code,10596,A,5,-,MW,900-1130,UWBB,230,"Salathe, Eric P.",Open,10,30,-,-,-,"Salathe, Eric P.",not listed
BST498,IND STUDY SCI TECH,,2018,SUM,IS,-,10597,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2018,SUM,IS,-,10598,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2018,SUM,IS,-,10599,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2019,AUT,-,-,11960,A,3,-,MW,115-245,DISC,162,"Key, Joey Shapiro",Closed,30,30,-,-,%,"Key, Joey Shapiro",not listed
BST301,SCIENTIFIC WRITING,BST,2019,AUT,no_restriction,no_add_code,11961,A,5,-,TTh,1100-100,UW1,261,"Galindo, Heather M",Open,22,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2019,AUT,IS,-,11962,A,1-5,-,-,to_be_arranged,-,-,-,Open,1,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2019,AUT,IS,-,11963,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2019,AUT,IS,add_code_required,11964,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,AUT,IS,-,11965,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,AUT,IS,-,11966,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST205,WOMEN IN STEM,,2022,SPR,no_restriction,no_add_code,11816,A,3,-,MW,1100-100,UWBB,205,"Lovitt, Charity E",Open,34,36,-,-,%,"Lovitt, Charity E",not listed
BST498,IND STUDY SCI TECH,,2022,SPR,IS,-,11817,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,,2022,SPR,IS,-,11818,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,,2022,SPR,IS,-,11819,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,,2022,SPR,IS,-,11820,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST205,WOMEN IN STEM,BST,2022,AUT,-,-,12058,A,3,-,TTh,845-1045,DISC,165B,"Hoover, Nicole A",Open,28,30,-,-,%,"Hoover, Nicole A",not listed
BST301,SCIENTIFIC WRITING,BST,2022,AUT,no_restriction,no_add_code,12059,A,5,-,MW,845-1045,UW1,261,"Galindo, Heather M",Closed,24,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2022,AUT,IS,-,12060,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2022,AUT,IS,-,12061,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2022,AUT,IS,add_code_required,12062,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2022,AUT,IS,-,12063,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2022,AUT,IS,-,12064,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST153,INTRO GEOLOGY,BST,2019,SPR,-,-,11676,A,5,-,MW,845-1045,DISC,369,"Shinneman, Avery",Closed,3,12,-,-,J,"Shinneman, Avery",not listed
BST154,INTRO OCEANOGRAPHY,BST,2019,SPR,-,-,20963,A,5,-,TTh,330-530,DISC,162,"Galindo, Heather M",Open,8,24,-,-,J,"Galindo, Heather M",not listed
BST200,INTRO TO CLIMATE SCI,BST,2019,SPR,-,-,11677,A,5,-,TTh,1100-100,DISC,369,"Salathe, Eric P",Open,23,24,-,-,-,"Salathe, Eric P",not listed
BST205,WOMEN IN STEM,BST,2019,SPR,no_restriction,no_add_code,11678,A,3,-,TTh,130-300,UWBB,240,"Hill, Erin",Open,28,30,-,-,%,"Hill, Erin",not listed
BST301,SCIENTIFIC WRITING,BST,2019,SPR,no_restriction,no_add_code,11679,A,5,-,TTh,845-1045,UW2,031,"Galindo, Heather M",Closed,24,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2019,SPR,IS,-,11680,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,BST,2019,SPR,IS,-,11681,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,SPR,IS,-,11682,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,SPR,IS,-,11683,B,1-5,-,-,to_be_arranged,-,-,-,Open,1,-,-,-,10E,-,not listed
BST154,INTRO OCEANOGRAPHY,BST,2017,WIN,-,-,22070,A,5,-,TTh,115-315,DISC,369,"Galindo, Heather Michelle",Open,14,15,-,-,J,"Galindo, Heather Michelle",not listed
BST200,INTRO TO CLIMATE SCI,BST,2017,WIN,no_restriction,no_add_code,11898,A,5,-,TTh,845-1045,UW2,211,"White, Rachel H",Open,28,30,-,-,-,"White, Rachel H",not listed
BST498,IND STUDY SCI TECH,BST,2017,WIN,IS,-,11900,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2017,WIN,IS,-,11901,B,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2017,WIN,IS,-,11902,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2017,WIN,IS,-,11903,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2022,WIN,no_restriction,no_add_code,11845,A,3,-,MW,1145-105,UW1,261,"Musselman, Alexandria Theak",Open,29,30,-,-,%,"Musselman, Alexandria Theak",not listed
BST301,SCIENTIFIC WRITING,BST,2022,WIN,no_restriction,no_add_code,11847,A,5,-,MW,845-1045,UW1,031,"Galindo, Heather M",Open,20,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2022,WIN,IS,-,11849,A,5,-,-,to_be_arranged,-,-,-,Open,3,30,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2022,WIN,IS,-,11850,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2022,WIN,IS,-,11851,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2022,WIN,IS,-,11852,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2022,WIN,IS,-,11853,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2022,WIN,IS,-,11854,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2021,SUM,IS,-,10605,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,,2021,SUM,IS,-,10606,B,5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,,2021,SUM,IS,-,10607,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST154,INTRO OCEANOGRAPHY,BST,2017,AUT,no_restriction,no_add_code,23117,A,5,-,MW,330-530,UWBB,205,"Galindo, Heather Michelle",Closed,15,15,-,-,J,"Galindo, Heather Michelle",not listed
BST200,INTRO TO CLIMATE SCI,BST,2017,AUT,no_restriction,no_add_code,11965,A,5,-,TTh,845-1045,UW1,221,"Galindo, Heather Michelle",Open,27,30,-,-,-,"Galindo, Heather Michelle",not listed
BST301,SCIENTIFIC WRITING,BST,2017,AUT,no_restriction,no_add_code,23011,A,5,-,MW,845-1045,UW1,060,"Galindo, Heather Michelle",Closed,30,30,-,-,W,"Galindo, Heather Michelle",not listed
BST493,ADVANCED TOPICS,BST,2017,AUT,no_restriction,no_add_code,23606,A,5,-,MTWTh,900-100,UW2,228,"Ghofrani, Mahmoud",Open,5,10,-,$3450,-,"Ghofrani, Mahmoud",not listed
BST498,IND STUDY SCI TECH,BST,2017,AUT,IS,-,11966,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2017,AUT,IS,-,11967,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2017,AUT,IS,add_code_required,11968,C,1-5,-,-,to_be_arranged,-,0,-,-,15,-,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2017,AUT,IS,-,11969,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2017,AUT,IS,-,11970,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,5,CR_NC,-,-,-,not listed
BST153,INTRO GEOLOGY,BST,2017,SPR,-,-,21503,A,5,-,MW,115-315,DISC,369,"Shinneman, Avery",Closed,12,12,-,-,J,"Shinneman, Avery",not listed
BST200,INTRO TO CLIMATE SCI,BST,2017,SPR,-,-,20872,A,5,-,TTh,845-1045,DISC,252,"Sommerfeld, David A",Closed,15,15,-,-,J,"Sommerfeld, David A",not listed
BST498,IND STUDY SCI TECH,BST,2017,SPR,IS,-,11687,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST498,IND STUDY SCI TECH,BST,2017,SPR,IS,-,11688,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2017,SPR,IS,-,11689,A,5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2017,SPR,IS,-,11690,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E,-,not listed
BST200,INTRO TO CLIMATE SCI,BST,2019,WIN,no_restriction,no_add_code,11833,A,5,-,F,1100-100,UWBB,205,"Salathe, Eric P",Closed,30,30,-,-,-,"Salathe, Eric P",not listed
BST205,WOMEN IN STEM,BST,2019,WIN,no_restriction,no_add_code,21683,A,3,-,TTh,115-245,UW1,041,"Hill, Erin",Open,29,30,-,-,%,"Hill, Erin",not listed
BST293,SPECIAL TOPICS,BST,2019,WIN,no_restriction,no_add_code,21684,A,5,-,TTh,845-1045,UW2,221,"Hill, Erin",Open,8,30,-,-,-,"Hill, Erin",not listed
BST301,SCIENTIFIC WRITING,BST,2019,WIN,no_restriction,no_add_code,11834,A,5,-,TTh,845-1045,UW2,141,"Galindo, Heather M",Closed,24,24,-,-,W,"Galindo, Heather M",not listed
BST498,IND STUDY SCI TECH,BST,2019,WIN,IS,-,11837,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST498,IND STUDY SCI TECH,BST,2019,WIN,IS,-,11838,C,1-5,-,-,to_be_arranged,-,-,-,Open,1,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,WIN,IS,-,11839,A,5,-,-,to_be_arranged,-,-,-,Open,0,30,-,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,WIN,IS,-,11840,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,CR_NC,-,-,-,not listed
BST499,UG RESEARCH SCI TECH,BST,2019,WIN,IS,-,11841,C,1-5,-,-,to_be_arranged,-,-,-,Open,0,10,-,-,-,-,not listed
BST205,WOMEN IN STEM,BST,2020,SPR,no_restriction,no_add_code,11654,A,3,-,TTh,115-315,UW2,340,"Lovitt, Charity E",Open,28,30,-,-,%,"Lovitt, Charity E",not listed
BST301,SCIENTIFIC WRITING,BST,2020,SPR,no_restriction,no_add_code,11655,A,5,-,TTh,845-1045,SSG,CNSVTRY,"Galindo, Heather M",Open,23,24,-,-,W,"Galindo, Heather M",not listed
