,Instructor,Meeting Times,Meeting Day,Start Time,End Time,Start Minutes,End Minutes,Interval Start Minutes,Time
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
36,-,-,Thursday,,,0,0,0,0000
36,-,-,Thursday,,,0,0,0,0000
37,-,-,Wednesday,,,0,0,0,0000
37,-,-,Wednesday,,,0,0,0,0000
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
38,"Folsom, Tyler C.",230-530,Friday,230,530,870,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
39,"Dimpsey, Robert T",330-530,Wednesday,330,530,930,1050,1050,1730
40,-,-,Wednesday,,,0,0,0,0000
40,-,-,Wednesday,,,0,0,0,0000
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
41,"Kalmin, Lesley R",330-530,Thursday,330,530,930,1050,1050,1730
42,-,-,Wednesday,,,0,0,0,0000
42,-,-,Wednesday,,,0,0,0,0000
43,-,-,Wednesday,,,0,0,0,0000
43,-,-,Wednesday,,,0,0,0,0000
44,-,-,Wednesday,,,0,0,0,0000
44,-,-,Wednesday,,,0,0,0,0000
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
45,"Erdly, William W",830-1120,Friday,830,1120,510,680,675,1115
52,-,-,Wednesday,,,0,0,0,0000
52,-,-,Wednesday,,,0,0,0,0000
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
53,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
54,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
55,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
56,-,-,Wednesday,,,0,0,0,0000
56,-,-,Wednesday,,,0,0,0,0000
57,-,-,Wednesday,,,0,0,0,0000
57,-,-,Wednesday,,,0,0,0,0000
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
58,"Chini, Morteza",845-1045,Wednesday,845,1045,525,645,645,1045
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
59,"Nash, Rob D",115-315,Thursday,115,315,795,915,915,1515
60,-,-,Thursday,,,0,0,0,0000
60,-,-,Thursday,,,0,0,0,0000
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
66,"Gunnerson, Kim N.",115-315,Friday,115,315,795,915,915,1515
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
67,"Retik, Arieh A",330-530,Thursday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
68,"Kool, Nancy L",330-530,Wednesday,330,530,930,1050,1050,1730
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
69,"Anderson, Laurie Joy",115-315,Wednesday,115,315,795,915,915,1515
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
70,"Chini, Morteza",1100-100,Thursday,1100,100,660,780,780,1300
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
71,"Dimpsey, Robert T",845-1045,Wednesday,845,1045,525,645,645,1045
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
72,"Si, Dong",330-530,Thursday,330,530,930,1050,1050,1730
73,-,-,Wednesday,,,0,0,0,0000
73,-,-,Wednesday,,,0,0,0,0000
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
74,"Parsons, Erika F.",330-530,Thursday,330,530,930,1050,1050,1730
75,-,-,Wednesday,,,0,0,0,0000
75,-,-,Wednesday,,,0,0,0,0000
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
76,"Kim, Jeffrey Y.",330-530,Wednesday,330,530,930,1050,1050,1730
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
77,"Lund, Arnie",1100-100,Wednesday,1100,100,660,780,780,1300
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
78,"Kalmin, Lesley R",845-1045,Wednesday,845,1045,525,645,645,1045
